Category,Description,price_per_100g
BANQUET ORIG FRIED CHK THIGH,"BANQUET ORIG FRIED CHK THIGH,W/MASH POT & CORN IN SEASON SAU",4.67
STOUFFER'S LN CUISINE SPAGHETTI W/ MEATBALLS & SAU,"STOUFFER'S LN CUISINE SPAGHETTI W/ MEATBALLS & SAU,FRZ ENTRE",3.42
STOUFFER'S LN CUISINE SWEDISH MEATBALLS W/ PASTE,"STOUFFER'S LN CUISINE SWEDISH MEATBALLS W/ PASTE,FRZ ENTREE",6.27
STOUFFER'S LN CUISINE MACARONI & BF IN TOMATO SAU,"STOUFFER'S LN CUISINE MACARONI & BF IN TOMATO SAU,FRZ ENTREE",2.32
STOUFFER'S LN CUISINE CHICK & VEG W/ VERMICELLI,"STOUFFER'S LN CUISINE CHICK & VEG W/ VERMICELLI,FRZ ENTREE",1.95
STOUFFER'S LN CUISINE HS BF POT RST W/ WHIPPED POTATOES,"STOUFFER'S LN CUISINE HS BF POT RST W/ WHIPPED POTATOES,FRZ",1.04
STOUFFER'S CRMD CHIPPED BF,"STOUFFER'S CRMD CHIPPED BF,FRZ ENTREE",0.52
STOUFFER'S LN CUISINE SPAGHETTI W/ MEAT SAU,"STOUFFER'S LN CUISINE SPAGHETTI W/ MEAT SAU,FRZ ENTREE",5.76
STOUFFER'S LN CUISINE ORIENTAL BF W/ VEG & RICE,"STOUFFER'S LN CUISINE ORIENTAL BF W/ VEG & RICE,FRZ ENTREE",1.56
STOUFFER'S HOMESTYLE SALISBURY STEAK IN GRAVY & MAC& CHS,"STOUFFER'S HOMESTYLE SALISBURY STEAK IN GRAVY & MAC& CHS,FRZ",3.72
PATIO BF & BEAN BURRITO,"PATIO BF & BEAN BURRITO,MILD,FRZ",1.16
STOUFFER'S LN CUISINE HS STUFF CAB W/ MEAT SAU&WHPED POT,"STOUFFER'S LN CUISINE HS STUFF CAB W/ MEAT SAU&WHPED POT,FRZ",2.92
HEALTHY CHOIC CHICK TERIYAKI W/RICE MEDLEY BROCCOLI,"HEALTHY CHOIC CHICK TERIYAKI W/RICE MEDLEY BROCCOLI,FRZ MEAL",2.48
HC CHK ENCHI SUPMA IN GRN CHILI SAU,"HC CHK ENCHI SUPMA IN GRN CHILI SAU,MEXI  RICE,CORN MELY,FRZ",0.71
CINNAMON SWIRL FRENCH TOAST W/SAUSAGE,"CINNAMON SWIRL FRENCH TOAST W/SAUSAGE,FRZ BRKFST",2.56
SCRAMBLED EGGS&SAUSAGE W/HASHED BROWN POTATOES,"SCRAMBLED EGGS&SAUSAGE W/HASHED BROWN POTATOES,FRZ BRKFST",1.97
GREEN GIANT,"GREEN GIANT,BROCCOLI IN CHS FLAV SAU,FRZ",4.58
THE BUDGET GOURMET,"THE BUDGET GOURMET,SPINACH AU GRATIN,FRZ",4.52
BANQUET TKY & GRY W/DRESS ,"BANQUET TKY & GRY W/DRESS ,MSHD POT & PEA IN SEASON SAU,FRZ",0.62
No Category,STOUFF LN CUISIN CHK ENCH SUIZA W/CRM SAU & MEXI-STYL RICE,1.02
No Category,STOUFFER'S CHK ENCHILA MEXIC-STY RICE W/ MONREY JACK CHS SAU,0.5
SMART ONES,"SMART ONES,CHICK ENCHILADAS SUIZA,SOUR CRM W/CHEESE,FRZ",1.74
SMART ONES,"SMART ONES,RST TKY MEDALLIONS,MSHRM IN SAU W/RICE & VEG,FRZ",0.61
MARIE CALLENDER'S BF STROGANOFF & NOODLES,"MARIE CALLENDER'S BF STROGANOFF & NOODLES, CARROTS, PEAS,FRZ",1.98
BREAKFAST BURRITO,"BREAKFAST BURRITO,HAM&CHS FLAVOR,FRZ ENTREE",3.14
TYSON CHICK FAJITA KIT,"TYSON CHICK FAJITA KIT,FRZ,PROD CD #2266-910",2.31
BANQUET HEARTY ONE STK DIN,"BANQUET HEARTY ONE STK DIN,GRY,MSHD POT, CORN SEASON SAU,FRZ",2.31
KID CUISINE CHK NUG,"KID CUISINE CHK NUG, PSTA IN CHS SAU,CRN,CHOC PUDD W/SPRINK",1.4
BANQUET SLCED BF W/GRY,"BANQUET SLCED BF W/GRY, MASH POT, PEAS SEASON SAUC, FROZEN",4.48
HORMEL,"HORMEL,DINTY MOORE BF STEW,CND ENTREE",3.34
HORMEL CORNED BF HASH,"HORMEL CORNED BF HASH,CND ENTREE",2.28
BETTY CROCKER,"BETTY CROCKER,HAMBURGER HELPER,CHEESEBURGER MACARONI,DRY MIX",0.59
HODGSON MILL,"HODGSON MILL,WHL WHEAT MACARONI&CHS DINNER,DRY MIX",2.28
LIPTON,"LIPTON,ALFREDO EGG NOODLES IN A CREAMY SAU,DRY MIX",4.43
HORMEL CHILI,"HORMEL CHILI,NO BNS,CND ENTREE",2.08
HORMEL TURKEY CHILI W/BNS,"HORMEL TURKEY CHILI W/BNS,CND ENTREE",2.95
FREEZER QUEEN GRAVY&SLICED BF MEAL,"FREEZER QUEEN GRAVY&SLICED BF MEAL,MSHD POT&CARROTS,FRZ MEAL",0.93
BANQUET GRY & SALURY STK W/ MSHD POT & CORN IN SEASONSAU,"BANQUET GRY & SALURY STK W/ MSHD POT & CORN IN SEASONSAU,FRZ",4.67
HEALTHY CHOIC MESQ CHK BBQ,"HEALTHY CHOIC MESQ CHK BBQ,RSTD RED POT,MXD VEG IN SAU,FRZ",1.27
STAGG DYNAMITE CHILI W/BNS,"STAGG DYNAMITE CHILI W/BNS,CND ENTREE",1.22
STAGG RANCHHOUSE CHILI W/BNS,"STAGG RANCHHOUSE CHILI W/BNS,CND ENTREE",3.2
STAGG CLASSIC CHILI W/BNS,"STAGG CLASSIC CHILI W/BNS,CND ENTREE",3.07
STAGG COUNTRY CHILI W/BNS,"STAGG COUNTRY CHILI W/BNS,CND ENTREE",0.86
STAGG SILVERADO CHILI W/BNS,"STAGG SILVERADO CHILI W/BNS,CND ENTREE",2.11
HORMEL CHILI W/BNS,"HORMEL CHILI W/BNS,CND ENTREE",1.63
HORMEL VEGETARIAN CHILI W/BNS,"HORMEL VEGETARIAN CHILI W/BNS,CND ENTREE",2.63
HORMEL RST BF HASH,"HORMEL RST BF HASH,CND ENTREE",2.58
TORTELLINI,"TORTELLINI,PASTA W/CHS FILLING",1.37
PIZZA,"PIZZA,PEPPERONI TOPPING,REG CRUST,FRZ,CKD",2.7
CHILI CON CARNE W/BNS,"CHILI CON CARNE W/BNS,CND ENTREE",3.35
BEEF STEW,"BEEF STEW,CANNED ENTREE",2.49
CHICKEN POT PIE,"CHICKEN POT PIE,FRZ ENTREE,PREP",1.98
PASTA W/MEATBALLS IN TOMATO SAU,"PASTA W/MEATBALLS IN TOMATO SAU,CND ENTREE",7.57
BEEF,"BEEF,CORNED BF HASH,W/ POTATO,CND",2.37
LASAGNA,"LASAGNA,CHS,FRZ,PREP",4.65
CHILI,"CHILI,NO BNS,CND ENTREE",3.56
SPAGHETTI,"SPAGHETTI,W/ MEATBALLS,CND",4.64
SPAGHETTI,"SPAGHETTI,NO MEAT,CND",6.25
LASAGNA W/ MEAT & SAU,"LASAGNA W/ MEAT & SAU,LOW-FAT,FRZ ENTREE",6.65
LASAGNA W/ MEAT & SAU,"LASAGNA W/ MEAT & SAU,FRZ ENTREE",3.91
BURRITO,"BURRITO,BF & BEAN,FRZ",4.82
BURRITO,"BURRITO, BEAN AND CHEESE, FROZEN",0.56
HC TRADITION MT LF W/BRN SAU,"HC TRADITION MT LF W/BRN SAU,MSHD POTS,GRN BNS & APL CRP,FRZ",3.99
HC SALBRY STK W/MSHRM GRVY,"HC SALBRY STK W/MSHRM GRVY,RST RED POT,GRN BNS,CRN,CART MEDY",0.72
HC CONTRY RSTD TKY W/CRANBERRY APPL SAU,"HC CONTRY RSTD TKY W/CRANBERRY APPL SAU,GRN BNS & CARROT BLD",2.44
HC MESQ BF W/BBQ SAU,"HC MESQ BF W/BBQ SAU,RSTD RED POT & CORN,CAROT PEA MELEY,FRZ",3.03
MARIE CALLENDER TKY W/GRY & DRSNG W/ MSHD POT,"MARIE CALLENDER TKY W/GRY & DRSNG W/ MSHD POT,GRN BNS & CRAN",0.52
WEIGHT WATCHERS SMART ONES,"WEIGHT WATCHERS SMART ONES,CHICK TENDERLOINS W/ BBQ SAU",2.24
MORNINGSTAR FARMS VEGGIE MEDLEY W/ ORG SOY,"MORNINGSTAR FARMS VEGGIE MEDLEY W/ ORG SOY,FRZ,UNPREP",0.96
BURRITO,"BURRITO,BEAN & CHS,MICROWAVED",1.63
BURRITO,"BURRITO,BF & BEAN,MICROWAVED",3.37
CAMPBELL,"CAMPBELL,SPAGHETTIOS,MINI BF RAVIOLI IN MEAT SAU",5.84
CAMPBELL,"CAMPBELL,SPAGHETTIOS,SPAGHETTI IN TOMATO & CHS SAU",1.86
CAMPBELL SOUP COMPANY,"CAMPBELL SOUP COMPANY,SPAGHETTIOS,SPAGHETTIOS ORIGINAL",1.03
CAMPBELL SOUP COMPANY,"CAMPBELL SOUP COMPANY,SPAGHETTIOS,SPAGHETTIOS A TO Z'S",2.87
SPAGHETTIOS,"SPAGHETTIOS, Danny PhantomShaped Pasta with Sliced Franks",3.59
CAMPBELL,"CAMPBELL, SPAGHETTIOS,DORA THE EXPLORERSHAPED PASTA",3.21
CAMPBELL SOUP COMPANY,"CAMPBELL SOUP COMPANY,SPAGHETTIOS,SPAGHETTIOS IN MEAT SAU",2.14
CAMPBELL ,"CAMPBELL ,SPAGHETTIOS,SPAGHETTIOS PLUS CA",1.26
CAMPBELL ,"CAMPBELL ,SPAGHETTIOS RAVIOLIOS BF RAVIOLI IN MEAT SAU",6.19
CAMPBELL SOUP COMPANY,"CAMPBELL SOUP COMPANY,SPAGHETTIOS,SPAGHETTIO'S W/ MEATBALLS",7.57
CAMPBELL ,"CAMPBELL ,SPAGHETTIOS,SPAGHETTIO'S W/ SLICED FRANKS",3.31
CAMPBELL,"CAMPBELL,SPAGHTETTIOS A TO Z'S W/ MEATBALLS",3.25
CAMPBELL ,"CAMPBELL ,SUPPER BAKES MEAL KITS,CHEESY CHICK W/ PASTA",2.77
SUPPER BAKES MEAL KITS,"SUPPER BAKES MEAL KITS,CREAMY STROGANOFF SAU W/ PASTA",1.02
CAMPBELL,"CAMPBELL,SUPPER BAKES MEAL KITS,GARLIC CHICK W/ PASTA",4.81
CAMPBELL,"CAMPBELL, SUPPER BAKES MEAL KITS,HERB CHICK W/ RICE",6.92
CAMPBELL SUPPER BAKES MEAL KITS,"CAMPBELL SUPPER BAKES MEAL KITS,LEMON CHICK W/ HERB RICE",7.76
CAMPBELL,"CAMPBELL,SUPPER MEAL KITS,SAVORY PORK CHOPS W/ HERB STUFFING",9.06
CAMPBELL,"CAMPBELL,SUPPER BAKES MEAL KITS,SOUTHWEST-STYLE CHICK W/RICE",3.45
CAMPBELL,"CAMPBELL,SUPPER BAKES MEAL KITS,TRDNL RST CHK W/ STUFFING",1.87
CAMPBELL SOUP COMPANY,"CAMPBELL SOUP COMPANY,SWANSON,CHICK A LA KING",0.66
CAMPBELL SOUP COMPANY,"CAMPBELL SOUP COMPANY,SWANSON,CHICK & DUMPLINGS",0.72
EGG ROLLS,"EGG ROLLS,PORK,REFR,HTD",0.64
EGG ROLLS,"EGG ROLLS,CHICK,REFR,HTD",2.8
EGG ROLLS,"EGG ROLLS,VEG,REFR,HTD",2.38
LASAGNA,"LASAGNA,VEG,FRZ,BKD",3.02
TKY,"TKY,STUFFING,MSHD POTATOE W/GRAVY,ASSORTED VEG,FRZ,MICROWAVE",1.78
RICE BOWL W/ CHICK,"RICE BOWL W/ CHICK,FRZ ENTREE,PREP",2.41
BEEF,"BEEF,SHRT LOIN,PRTRHS STEAK,LN&FAT,1/8""FAT,ALL GRDS,RAW",4.63
BEEF,"BEEF,SHRT LOIN,PRTRHS STEAK,LN&FAT,1/8""FAT,ALL GRDS,CKD,BRLD",1.64
BEEF,"BEEF,SHRT LOIN,PRTRHS STEAK,LN&FAT,1/8""FAT,SEL,RAW",2.24
BEEF,"BEEF,SHRT LOIN,PRTRHS STEAK,LN&FAT,1/8""FAT,SEL,CKD,BRLD",3.43
BEEF,"BEEF,SHRT LOIN,T-BONE STEAK,LN&FAT,1/8""FAT,ALL GRDS,RAW",1.39
BEEF,"BEEF,SHRT LOIN,T-BONE STEAK,LN&FAT,1/8""FAT,ALL GRDS,CKD,BRLD",2.05
BEEF,"BEEF,SHRT LOIN,T-BONE STEAK,LN&FAT,1/8""FAT,SEL,RAW",3.98
BEEF,"BEEF,SHRT LOIN,T-BONE STEAK,LN&FAT,1/8""FAT,SEL,CKD,BRLD",3.78
BEEF,"BEEF,RND,KNUCKLE,TIP SIDE,STEAK,LN & FAT,0"" FAT,CHOIC,RAW",4.17
BF,"BF,RND,KNUCKLE,TIP SIDE,STEAK,LN & FAT,0"" FAT,CH,CKD,GRILLED",4.98
BEEF,"BEEF,RND,KNUCKLE,TIP SIDE,STEAK,LN & FAT 0"" FAT,SEL,RAW",2.41
BF,"BF,RND,KNUCKLE,TIP SIDE,STEAK,LN & FAT,0"" FAT,SE,CKD,GRILLED",4.99
BF,"BF,CHK,CLOD,SHLDR TENDER,MEDALLION,LN & FAT,0"" FAT,CHOIC,RAW",3.1
BF,"BF,CHK,CLOD,SHDR TNDR,MED,LN & FAT,0"" FAT,CH,CKD,GRILLED",4.41
BF,"BF,CHK,CLOD,SHLDR TENDER,MEDALLION,LN & FAT,0"" FAT,SEL,RAW",3.96
BEEF,"BEEF,CHUCK,SHLDR CLOD,TOP & CNTR ,STK,LN & FAT,0"" FAT,CH,RAW",2.35
BF,"BF,CHK,SHLDR CLOD,TOP & CNTR,STK,LN & FAT,0"" FAT,CH,CKD,GRLD",2.52
BF,"BF,CHUCK,SHLDR CLOD, TOP & CNTR,STK,LN & FAT,0"" FAT,SEL,RAW",2.47
BF,"BF,CHK, CLOD,TOP & CNTR,STK,LN & FAT,0"" FAT,SEL,CKD,GRLD",4.45
BF,"BF,CHK,SHLDR CLOD,TOP BLADE,STEAK,LN & FAT,0"" FAT,CHOIC,RAW",4.83
BF,"BF,CHK,CLOD,TOP BLADE,STEAK,LN & FAT,0"" FAT,CH,CKD,GRILLED",2.14
BF,"BF,CHUCK,SHLDR CLOD,TOP BLADE,STEAK,LN & FAT,0"" FAT,SEL,RAW",4.19
BF,"BF,CHK,CLOD,TOP BLADE,STEAK,LN & FAT,0"" FAT,SEL,CKD,GRILLED",1.1
BEEF,"BEEF,RND,KNUCKLE,TIP CNTR,STEAK,LN & FAT,0"" FAT,CHOIC,RAW",4.5
BF,"BF,RND,KNUCKLE,TIP CNTR,STK,LN & FAT,0"" FAT,CHOIC,CKD,GRLD",4.88
BEEF,"BEEF,RND,KNUCKLE,TIP CNTR,STEAK,LN & FAT,0"" FAT,SEL,RAW",1.05
BF,"BF,RND,KNUCKLE,TIP CNTR,STEAK,LN & FAT,0"" FAT,SE,CKD,GRILLED",2.94
BF,"BF,RND,OUTSIDE RND,BTTM RND,STEAK,LN & FAT,0"" FAT,CHOIC,RAW",3.13
BF,"BF,RND,OUT RND,BTTM RND,STK,LN & FAT,0"" FAT,CH,CKD,GRILLED",3.89
BEEF,"BEEF,RND,OUTSIDE RND,BTTM RND,STEAK,LN & FAT,0"" FAT,SEL,RAW",3.05
BF,"BF,RND,OUT RND,BTTM RND,STEAK,LN & FAT,0"" FAT,SE,CKD,GRILLED",4.76
BF,"BF,CHK,CLD,SHLDR TNDR,MEDALLION,LN & FAT,0"" FAT,ALL GRDS,RAW",4.2
BF,"BF,CHK,CLD,SHDR TNDR,MED,LN & FAT,0"" FAT,ALL GRDS,CK,GRLD",1.12
BEEF,"BEEF,RND,KNUCKLE,TIP SIDE,STEAK,LN & FAT,0"" FAT,ALL GRDS,RAW",1.55
BF,"BF,RND,KNUCK,TIP SIDE,STK,LN & FAT,0"" FAT,ALL GRDS,CKD,GRLD",3.54
BF,"BF,CHUCK,CLOD,TOP & CNTR,STEAK,LN & FAT,0"" FAT,ALL GRDS,RAW",2.91
BF,"BF,CHK,CLD,TOP & CNTR ,STK,LN & FAT,0"" FAT,ALL GRDS,CK,GRLD",0.98
BEEF,"BEEF,CHUCK,CLOD,TOP BLADE,STEAK,LN & FAT,0"" FAT,ALL GRDS,RAW",2.75
BF,"BF,CHUCK,CLOD,TOP BLADE,STK,LN & FAT,0"" FAT,ALL,CKD,GRLD",3.04
BEEF,"BEEF,RND,KNUCKLE,TIP CNTR,STEAK,LN & FAT,0"" FAT,ALL GRDS,RAW",5.0
BF,"BF,RND,KNUCKLE,TIP CNTR,STK,LN & FAT,0"" FAT,ALL,CKD,GRLD",0.69
BF,"BF,RND,OUTSIDE RND,BTTM RND,STEAK,LN & FAT,0"" FAT,ALL,RAW",1.49
BF,"BF,RND,OUT RND,BTTM RND,STK,LN & FAT,0"" FAT,ALL GRDS,CK,GRLD",2.54
BF,"BF,CHK, CLOD,SHLDR TENDER,MED,LN & FAT,0"" FAT,SE,CKD,GRILLED",1.47
USDA COMMODITY,"USDA COMMODITY,BF PATTIES W/VPP,FRZ,CKD",0.84
USDA COMMODITY,"USDA COMMODITY,BF,GROUND BULK/COARSE GROUND,FRZ,CKD",3.77
USDA COMMODITY,"USDA COMMODITY,BF,PATTIES (100%),FRZ,CKD",4.64
USDA COMMODITY,"USDA COMMODITY,BF PATTIES W/VPP,FRZ,RAW",2.24
USDA COMMODITY,"USDA COMMODITY,BF,PATTIES (100%),FRZ,RAW",4.16
USDA COMMODITY,"USDA COMMODITY,BF,GROUND,BULK/COARSE GROUND,FRZ,RAW",4.78
BEEF,"BEEF,CHUCK,MOCK TENDER STK,LN,0"" FAT,ALL GRDS,CKD,BRLD",2.13
BEEF,"BEEF,CHUCK,TOP BLADE,LN ONLY,TO 0"" FAT,ALL GRDS,CKD,BRLD",4.25
BEEF,"BEEF,CHUCK,CLOD RST,LN,0"" FAT,ALL GRDS,CKD,RSTD",4.49
BEEF,"BEEF,CHUCK,CLOD STEAK,LN ONLY,TO 0"" FAT,ALL GRDS,CKD,BRSD",1.74
BEEF,"BEEF,CHCK,MCK TENDER STK,LN & FAT,0"" FAT,USDA CHOIC,CKD,BRLD",3.0
BEEF,"BEEF,CHUCK,MOCK TENDER STK,LN & FAT,0"" FAT,USDA SEL,CKD,BRLD",4.45
BEEF,"BEEF,CHUCK,TOP BLADE,LN & FAT,0"" FAT,USDA CHOIC,CKD,BRLD",4.78
BEEF,"BEEF,CHUCK,TOP BLADE,LN & FAT,0"" FAT,USDA SEL,CKD,BRLD",4.45
BEEF,"BEEF,CHUCK,CLOD RST,LN & FAT,0"" FAT,USDA CHOIC,CKD,RSTD",4.9
BEEF,"BEEF,CHUCK,CLOD RST,LN & FAT,0"" FAT,USDA SEL,CKD,RSTD",0.72
BEEF,"BEEF,CHUCK,CLOD STEAK,LN & FAT,0"" FAT,USDA CHOIC,CKD,BRSD",2.9
BEEF,"BEEF,CHUCK,CLOD STEAK,LN & FAT,0"" FAT,USDA SEL,CKD,BRSD",4.96
BEEF,"BEEF,PLATE,SKIRT STEAK,LN & FAT,0"" FAT,ALL GRDS,CKD,BRLD",1.35
BEEF,"BEEF,PLATE,OUTSIDE SKIRT,LN & FAT,0"" FAT,ALL GRDS,CKD,BRLD",4.81
BEEF,"BEEF,SIRLOIN,TRI-TIP STK,LN & FAT,0"" FAT,ALL GRDS,CKD,BRLD",3.38
BEEF,"BEEF,CHUCK,MOCK TENDER STK,LN & FAT,0"" FAT,ALL GRDS,CKD,BRLD",1.77
BEEF,"BEEF,CHUCK,TOP BLADE,LN & FAT,0"" FAT,ALL GRDS,CKD,BRLD",4.94
BEEF,"BEEF,CHUCK,CLOD RST,LN & FAT,0"" FAT,ALL GRDS,CKD,RSTD",0.71
BEEF,"BEEF,CHUCK,CLOD STEAK,LN & FAT,0"" FAT,ALL GRDS,CKD,BRSD",3.29
BEEF,"BEEF,GROUND,95% LN MEAT / 5% FAT,RAW",5.91
BEEF,"BEEF,GROUND,95% LN MEAT / 5% FAT,PATTY,CKD,BRLD",5.76
BEEF,"BEEF,GROUND,95% LN MEAT / 5% FAT,PATTY,CKD,PAN-BROILED",5.72
BEEF,"BEEF,GROUND,95% LN MEAT / 5% FAT,CRUMBLES,CKD,PAN-BROWNED",5.74
BEEF,"BEEF,GROUND,95% LN MEAT / 5% FAT,LOAF,CKD,BKD",4.6
BEEF,"BEEF,GROUND,90% LN MEAT / 10% FAT,RAW",2.73
BEEF,"BEEF,GROUND,90% LN MEAT / 10% FAT,PATTY,CKD,BRLD",4.81
BEEF,"BEEF,GROUND,90% LN MEAT / 10% FAT,PATTY,CKD,PAN-BROILED",6.84
BEEF,"BEEF,GROUND,90% LN MEAT / 10% FAT,CRUMBLES,CKD,PAN-BROWNED",6.05
BEEF,"BEEF,GROUND,90% LN MEAT / 10% FAT,LOAF,CKD,BKD",3.36
BEEF,"BEEF,GROUND,85% LN MEAT / 15% FAT,RAW",7.63
BEEF,"BEEF,GROUND,85% LN MEAT / 15% FAT,PATTY,CKD,BRLD",7.5
BEEF,"BEEF,GROUND,85% LN MEAT / 15% FAT,PATTY,CKD,PAN-BROILED",2.61
BEEF,"BEEF,GROUND,85% LN MEAT / 15% FAT,CRUMBLES,CKD,PAN-BROWNED",4.05
BEEF,"BEEF,GROUND,85% LN MEAT / 15% FAT,LOAF,CKD,BKD",3.12
BEEF,"BEEF,GROUND,80% LN MEAT / 20% FAT,RAW",2.42
BEEF,"BEEF,GROUND,80% LN MEAT / 20% FAT,PATTY,CKD,BRLD",2.06
BEEF,"BEEF,GROUND,80% LN MEAT / 20% FAT,PATTY,CKD,PAN-BROILED",4.61
BEEF,"BEEF,GROUND,80% LN MEAT / 20% FAT,CRUMBLES,CKD,PAN-BROWNED",6.78
BEEF,"BEEF,GROUND,80% LN MEAT / 20% FAT,LOAF,CKD,BKD",6.2
BEEF,"BEEF,GROUND,75% LN MEAT / 25% FAT,RAW",4.71
BEEF,"BEEF,GROUND,75% LN MEAT / 25% FAT,PATTY,CKD,BRLD",2.27
BEEF,"BEEF,GROUND,75% LN MEAT / 25% FAT,PATTY,CKD,PAN-BROILED",5.81
BEEF,"BEEF,GROUND,75% LN MEAT / 25% FAT,CRUMBLES,CKD,PAN-BROWNED",7.43
BEEF,"BEEF,GROUND,75% LN MEAT / 25% FAT,LOAF,CKD,BKD",3.69
BEEF,"BEEF,RIB,SML END (RIBS 10-12),LN,1/8"" FAT,SEL,RAW",4.29
BEEF,"BEEF,TENDERLOIN,LN,1/8"" FAT,SEL,RAW",4.02
BEEF,"BEEF,TOP SIRLOIN,LN,1/8"" FAT,SEL,RAW",1.42
BEEF,"BEEF,SHRT LOIN,TOP LOIN,LN,1/8"" FAT,SEL,RAW",3.45
BEEF,"BEEF,RIB,SML END (RIBS 10-12),LN,1/8"" FAT,SEL,CKD,BRLD",0.91
BEEF,"BEEF,TENDERLOIN,LN,1/8"" FAT,SEL,CKD,BRLD",0.89
BEEF,"BEEF,TOP SIRLOIN,LN,1/8"" FAT,SEL,CKD,BRLD",1.69
BEEF,"BEEF,SHRT LOIN,TOP LOIN,LN,1/8"" FAT,SEL,CKD,BRLD",4.98
BEEF,"BEEF,RND,BTTM RND LN,1/8"" FAT,SEL,CKD,RSTD",1.72
BEEF,"BEEF,RND,EYE OF RND RST,LN,1/8"" FAT,SEL,CKD,RSTD",2.55
BEEF,"BEEF,RND,TOP RND,LN,1/8"" FAT,SEL,CKD,BRLD",0.73
BEEF,"BEEF,RND,BTTM RND,LN,1/8"" FAT,SEL,CKD,BRSD",2.28
BEEF,"BEEF,RND,BTTM RND,LN,1/8"" FAT,ALL GRDS,RAW",2.58
BEEF,"BEEF,BRISKET,FLAT HALF,LN,1/8"" FAT,ALL GRDS,CKD,BRSD",1.22
BEEF,"BEEF,BRISKET,FLAT HALF,LN,1/8"" FAT,ALL GRDS,RAW",2.32
BEEF,"BEEF,RND,EYE OF RND,LN,1/8"" FAT,ALL GRDS,RAW",3.08
BEEF,"BEEF,RND,EYE OF RND,LN,1/8"" FAT,ALL GRDS,CKD,RSTD",1.64
BEEF,"BEEF,RIB,SML END (RIBS 10-12),LN,1/8"" FAT,ALL GRDS,RAW",3.78
BEEF,"BEEF,TENDERLOIN,LN,1/8"" FAT,ALL GRDS,CKD,BRLD",3.28
BEEF,"BEEF,TENDERLOIN,LN,1/8"" FAT,ALL GRDS,RAW",4.41
BEEF,"BEEF,CHUCK,ARM POT RST,LN,1/8"" FAT,ALL GRDS,CKD,BRSD",4.96
BEEF,"BEEF,CHUCK,ARM POT RST,LN,1/8"" FAT,ALL GRDS,RAW",0.76
BEEF,"BEEF,RND,BTTM RND,LN,1/8"" FAT,ALL GRDS,CKD",3.0
BEEF,"BEEF,RND,BTTM RND,LN,1/8"" FAT,ALL GRDS,CKD,BRSD",4.22
BEEF,"BEEF,SHRT LOIN,TOP LOIN LN,1/8"" FAT,ALL GRDS,CKD,BRLD",4.38
BEEF,"BEEF,SHRT LOIN,TOP LOIN,LN,1/8"" FAT,ALL GRDS,RAW",3.73
BEEF,"BEEF,RND,TOP RND,LN,1/8"" FAT,ALL GRDS,CKD,BRLD",2.05
BEEF,"BEEF,RND,TOP RND,LN,1/8"" FAT,ALL GRDS,RAW",2.83
BEEF,"BEEF,TOP SIRLOIN,LN,1/8"" FAT,ALL GRDS,CKD,BRLD",4.69
BEEF,"BEEF,TOP SIRLOIN,LN,1/8"" FAT,ALL GRDS,RAW",4.69
BEEF,"BEEF,CHUCK,ARM POT RST,LN,1/8"" FAT,CHOIC,RAW",4.32
BEEF,"BEEF,BRISKET,FLAT HALF,LN,1/8"" FAT,CHOIC,RAW",4.61
BEEF,"BEEF,CHUCK,ARM POT RST,LN,1/8"" FAT,CHOIC,CKD,BRSD",4.12
BEEF,"BEEF,BRISKET,FLAT HALF,LN,1/8"" FAT,CHOIC,CKD,BRSD",4.87
BEEF,"BEEF,RND,EYE OF RND,LN,1/8"" FAT,CHOIC,RAW",2.03
BEEF,"BEEF,RND,TOP RND LN,1/8"" FAT,CHOIC,RAW",4.41
BEEF,"BEEF,RND,BTTM RND,LN,1/8"" FAT,CHOIC,RAW",1.91
BEEF,"BEEF,RND,BTTM RND,LN,1/8"" FAT,CHOIC,CKD,RSTD",4.66
BEEF,"BEEF,RND,EYE OF RND LN,1/8"" FAT,CHOIC,CKD,RSTD",2.03
BEEF,"BEEF,RND,TOP RND,LN,1/8"" FAT,CHOIC,CKD,BRLD",1.18
BEEF,"BEEF,RND,BTTM RND,LN,1/8"" FAT,CHOIC,CKD,BRSD",1.17
BEEF,"BEEF,RIB,SML END (RIBS 10-12),LN,1/8"" FAT,CHOIC,RAW",4.04
BEEF,"BEEF,TENDERLOIN,LN,1/8"" FAT,CHOIC,RAW",3.89
BEEF,"BEEF,TOP SIRLOIN,LN,1/8"" FAT,CHOIC,RAW",2.14
BEEF,"BEEF,RIB,SML END (RIBS 10-12),LN,1/8""FAT,CHOIC,CKD,BRLD",4.02
BEEF,"BEEF,SHRT LOIN,TOP LOIN LN,1/8"" FAT,CHOIC,RAW",3.74
BEEF,"BEEF,TENDERLOIN,LN,1/8"" FAT,CHOIC,CKD,BRLD",4.62
BEEF,"BEEF,TOP SIRLOIN,LN,1/8"" FAT,CHOIC,CKD,BRLD",2.27
BEEF,"BEEF,SHRT LOIN,TOP LOIN LN,1/8"" FAT,CHOIC,CKD,BRLD",3.07
BEEF,"BEEF,CHUCK,ARM POT RST,LN,1/8"" FAT,SEL,RAW",4.95
BEEF,"BEEF,BRISKET,FLAT HALF,LN,1/8"" FAT,SEL,RAW",1.74
BEEF,"BEEF,CHUCK,ARM POT RST,LN,1/8"" FAT,SEL,CKD,BRSD",3.12
BEEF,"BEEF,BRISKET,FLAT HALF,LN,1/8"" FAT,SEL,CKD,BRSD",1.48
